epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count
1	0.3292775317734363	0.282837975025177	0.35000000000000003	0.9710319296621934	0.7703035274815423	0.9660493827160493	0.8571428571428571	0.9809989729720906	0.6698852536210942	0.9928603302097277	0.9575471698113207	0.9666666666666667	0.9620853080568721	0.9990762233007433	0.9904063631833955	pr_auc	0.9904063631833955	6496	270
2	0.2619040966326115	0.21334849596023558	0.22	0.9658491439148542	0.759511103460148	0.9078189300411522	0.8270690786390477	0.982524620001766	0.711346809745226	0.9937527889335118	0.9666666666666667	0.9666666666666667	0.9666666666666667	0.999416191882957	0.9940647441849682	pr_auc	0.9940647441849682	6496	270
3	0.22252933242741754	0.20201643109321593	0.18000000000000002	0.9610180472003702	0.7475728155339806	0.8555555555555555	0.7979274611398963	0.9827990821199629	0.743387728967345	0.9933065595716198	0.9665071770334929	0.9619047619047619	0.964200477326969	0.9993833673301916	0.9939148132917218	pr_auc	0.9939148132917218	6496	270
4	0.18903186866173557	0.18678045123815537	0.13	0.9627209625173531	0.7535637918745546	0.8701646090534979	0.8076776165011459	0.9829508219362112	0.7352965628716975	0.9941990182954038	0.9712918660287081	0.9666666666666667	0.9689737470167065	0.9993763334974561	0.9934718837653769	pr_auc	0.9934718837653769	6496	270
5	0.167265905176892	0.1915721043944359	0.08	0.9630726515502083	0.7477088016600381	0.8897119341563786	0.8125528516395754	0.982361664069801	0.7193074240341049	0.9928603302097277	0.9369369369369369	0.9904761904761905	0.9629629629629629	0.998975405031535	0.9864248959615081	pr_auc	0.9864248959615081	6496	270
6	0.15042462367929665	0.1813509464263916	0.06999999999999999	0.962110134197131	0.7444811402746393	0.8812757201646091	0.8071233393008574	0.9820666048943278	0.7284316442646748	0.9937527889335118	0.9537037037037037	0.9809523809523809	0.9671361502347418	0.9994326041593398	0.9942492061293866	pr_auc	0.9942492061293866	6496	270
7	0.1420657293615388	0.178543309122324	0.09	0.9619620546043498	0.7532960086689543	0.8582304526748972	0.8023468308165818	0.9835304000679663	0.7592710380239323	0.9946452476572959	0.9669811320754716	0.9761904761904762	0.9715639810426541	0.9993481981665143	0.9929416678046197	pr_auc	0.9929416678046197	6496	270
8	0.12611383641613463	0.1703500784933567	0.09	0.9597778806108284	0.7461073456677048	0.8380658436213991	0.7894175792227929	0.9831959296381254	0.7563290181021145	0.9928603302097277	0.9619047619047619	0.9619047619047619	0.9619047619047619	0.9992403460645707	0.9915667007681681	pr_auc	0.9915667007681681	6496	270
9	0.11356193079229664	0.16939346306025982	0.04	0.963701989819528	0.7502157776626963	0.894238683127572	0.8159203980099502	0.9823111183095139	0.724025591946013	0.9928603302097277	0.9490740740740741	0.9761904761904762	0.9624413145539906	0.9993810227192798	0.993677304715078	pr_auc	0.993677304715078	6496	270
10	0.10981056083212881	0.1645622592419386	0.04	0.9608329477093938	0.742060691601976	0.8654320987654321	0.7990121580547113	0.9825916195527031	0.7410398470537043	0.9937527889335118	0.9495412844036697	0.9857142857142858	0.9672897196261683	0.9993599212210734	0.9929136671646811	pr_auc	0.9929136671646811	6496	270
