epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.5933641455337113	0.5925203561782837	0.53	0.9519481721425266	0.7048498009410061	0.801440329218107	0.7500481417292509	0.9772436332849115	0.6685410543659291	0.9794734493529674	0.8203125	1.0	0.9012875536480687	0.9922932639328503	0.8754915052534458	blended_score	0.8006489784331745	6496	270	1848	70	0.81875	0.28716216216216217	1.0	0.45161290322580644	0.8210526315789474	0.8006489784331745
2	0.3228076788432458	0.1806127533316612	0.45	0.9664969921332717	0.7666083916083916	0.9022633744855967	0.8289224952741021	0.9781381331612412	0.6330154324326319	0.9950914770191879	0.9585253456221198	0.9904761904761905	0.9742388758782201	0.9996014161449908	0.9960375552109144	blended_score	0.9496316808312637	6496	270	1848	70	0.9041666666666667	0.41103603603603606	1.0	0.8064516129032258	0.9285714285714286	0.9496316808312637
3	0.11920074588966136	0.09721978455781936	0.61	0.9532993984266543	0.7415753566260078	0.7380658436213992	0.7398164380736311	0.9795168239643193	0.6603954836416362	0.9973226238286479	0.9857142857142858	0.9857142857142858	0.9857142857142858	0.99987104639985	0.9987421051009988	blended_score	0.9913065364214672	6496	270	1848	70	0.7239583333333334	0.4403153153153153	1.0	0.967741935483871	0.9873417721518988	0.9913065364214672
4	0.07002187226259825	0.07558802962303161	0.16	0.9572420175844516	0.7506881635863154	0.7855967078189301	0.767745827468329	0.9826134198313481	0.7337822004405712	0.99776885319054	0.9767441860465116	1.0	0.9882352941176471	0.9999507631708519	0.999527758948495	blended_score	0.9916993633452152	6496	270	1848	70	0.7666666666666667	0.44256756756756754	1.0	0.967741935483871	0.9873417721518988	0.9916993633452152
5	0.043698257520137465	0.06211520954966545	0.27	0.9555020823692735	0.7477804681194512	0.7625514403292181	0.7550937245313774	0.9807785009661345	0.6875706906336921	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.999962486225411	0.9996386610773019	blended_score	0.9998193305386509	6496	270	1848	70	0.7552083333333334	0.46396396396396394	1.0	1.0	1.0	0.9998193305386509
6	0.025371599997229436	0.061216576024889946	0.37	0.9550208236927349	0.7479591836734694	0.7541152263374485	0.7510245901639344	0.9822704096686267	0.721250768583005	0.998215082552432	0.9813084112149533	1.0	0.9905660377358491	0.999962486225411	0.9996392686407213	blended_score	0.9917551181913284	6496	270	1848	70	0.7375	0.46396396396396394	1.0	0.967741935483871	0.9873417721518988	0.9917551181913284
7	0.018378414359747196	0.05611269436776638	0.56	0.9553540027764924	0.7520593080724877	0.751440329218107	0.7517496912309592	0.9824465508142356	0.7257956537417	0.998661311914324	0.9952153110047847	0.9904761904761905	0.9928400954653938	0.9999695200581463	0.9997069576454288	blended_score	0.9998534788227145	6496	270	1848	70	0.7614583333333333	0.4605855855855856	1.0	1.0	1.0	0.9998534788227145
8	0.014005904232023978	0.049951554648578166	0.39	0.9553910226746877	0.7520576131687243	0.7520576131687243	0.7520576131687243	0.9823696492745726	0.7222078886697387	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9999812431127055	0.9998201838314885	blended_score	0.9999100919157442	6496	270	1848	70	0.759375	0.4786036036036036	1.0	1.0	1.0	0.9999100919157442
9	0.014845359823940432	0.037863188050687314	0.22	0.9550023137436372	0.7484148087543465	0.752880658436214	0.7506410913939892	0.9821937069220592	0.7241312487252405	0.9991075412762159	0.9905660377358491	1.0	0.995260663507109	0.9999906215563528	0.9999101527403413	blended_score	0.9999550763701707	6496	270	1848	70	0.7625	0.46621621621621623	1.0	1.0	1.0	0.9999550763701707
10	0.008983936139117634	0.0644646075554192	0.65	0.9559833410458122	0.7538870703764321	0.7582304526748971	0.7560525235945835	0.9827581223720075	0.7309192504927473	0.998215082552432	0.9904761904761905	0.9904761904761905	0.9904761904761905	0.999960141614499	0.999617578923287	blended_score	0.9998087894616434	6496	270	1848	70	0.7760416666666666	0.481981981981982	1.0	1.0	1.0	0.9998087894616434
11	0.0051882571333051455	0.06716953034047038	0.21000000000000002	0.9547801943544655	0.7459800529208223	0.7541152263374485	0.7500255806814694	0.981876073221147	0.7202303665208256	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9999788985017937	0.999797179460658	blended_score	0.999898589730329	6496	270	1848	70	0.7520833333333333	0.44819819819819817	1.0	1.0	1.0	0.999898589730329
12	0.004449958861668539	0.05691792531870306	0.29000000000000004	0.9560018509949098	0.7520812182741117	0.7621399176954733	0.7570771589167092	0.9830115040518217	0.7396779184687603	0.9991075412762159	0.9905660377358491	1.0	0.995260663507109	0.9999859323345291	0.999864474734137	blended_score	0.9999322373670685	6496	270	1848	70	0.7552083333333334	0.46734234234234234	1.0	1.0	1.0	0.9999322373670685
13	0.00410007941137141	0.06581748799653724	0.26	0.954650624710782	0.7504156275976724	0.7430041152263375	0.7466914805624483	0.9823195659698027	0.7280878794702577	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9999812431127055	0.9998201838314884	blended_score	0.9999100919157442	6496	270	1848	70	0.7447916666666666	0.47297297297297297	1.0	1.0	1.0	0.9999100919157442
