epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.39582879344622296	0.16351350396871567	0.38	0.9714761684405367	0.773890080871431	0.9648148148148148	0.8588698598772782	0.9757939419582752	0.6040983260931364	0.9964301651048639	0.9719626168224299	0.9904761904761905	0.9811320754716981	0.9998335326252609	0.9984516746817825	blended_score	0.9686220325435381	6496	270	1848	70	0.9666666666666667	0.3885135135135135	0.9743589743589743	0.9032258064516129	0.95	0.9686220325435381
2	0.07907150369867974	0.03100526537746191	0.54	0.9556686719111522	0.7472417251755266	0.7664609053497943	0.7567293042153377	0.9791625558347029	0.6536182601415963	1.0	1.0	1.0	1.0	1.0	1.0	blended_score	1.0	6496	270	1848	70	0.7447916666666666	0.46283783783783783	1.0	1.0	1.0	1.0
3	0.028684475956776857	0.014232612121850252	0.41000000000000003	0.9541323461360481	0.7450617283950617	0.7450617283950617	0.7450617283950617	0.9801497895513511	0.6715185749125463	1.0	1.0	1.0	1.0	1.0	1.0	blended_score	1.0	6496	270	1848	70	0.7572916666666667	0.4740990990990991	1.0	1.0	1.0	1.0
4	0.016727539653634178	0.0073788691312074665	0.26	0.9554280425728829	0.7495928338762216	0.7576131687242799	0.7535816618911175	0.9819117492578737	0.7067359627768928	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	blended_score	1.0	6496	270	1848	70	0.7666666666666667	0.45495495495495497	1.0	1.0	1.0	1.0
5	0.009061132710627919	0.007057771855033934	0.25	0.9551503933364184	0.7493349703294455	0.7534979423868313	0.7514106904688622	0.9817142179751646	0.7063184510396143	1.0	1.0	1.0	1.0	1.0	1.0	blended_score	1.0	6496	270	1848	70	0.7458333333333333	0.46283783783783783	1.0	1.0	1.0	1.0
6	0.00387534224108665	0.005518064880743623	0.17	0.9552799629801018	0.7483739837398374	0.7576131687242799	0.7529652351738241	0.9817291567531689	0.7072546325891782	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	blended_score	1.0	6496	270	1848	70	0.7427083333333333	0.4594594594594595	1.0	1.0	1.0	1.0
