epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.5871752535595613	0.5236297667026519	0.53	0.9516520129569643	0.705710102489019	0.7934156378600823	0.7469972878729175	0.9766404803845621	0.6475402585942575	0.9812583668005355	0.8414634146341463	0.9857142857142858	0.9078947368421053	0.9959766476753183	0.9513503723606933	blended_score	0.8547074442448628	6496	270	1848	70	0.8166666666666667	0.29504504504504503	1.0	0.5161290322580645	0.8387096774193549	0.8547074442448628
2	0.2650959676533353	0.16634151190519333	0.5	0.9619435446552522	0.7628421447319085	0.8372427983539095	0.7983127329801845	0.9786808989967853	0.6384436686081629	0.9955377063810799	0.9807692307692307	0.9714285714285714	0.9760765550239234	0.9996717544723454	0.9967416074171056	blended_score	0.9694212586299755	6496	270	1848	70	0.825	0.4380630630630631	0.9487179487179487	0.9354838709677419	0.9487179487179487	0.9694212586299755
3	0.09712388304372628	0.11266023740172386	0.62	0.9524294308190653	0.7409511784511784	0.724485596707819	0.7326258843112776	0.9805749075402849	0.6859889012846783	0.9973226238286479	0.9857142857142858	0.9857142857142858	0.9857142857142858	0.9998241541816136	0.9982644374546605	blended_score	0.9830031864692658	6496	270	1848	70	0.7083333333333334	0.45382882882882886	1.0	0.9354838709677419	0.975	0.9830031864692658
4	0.05205152727955697	0.0933822151273489	0.09	0.9585562239703841	0.7535306635712904	0.801440329218107	0.7767474324459068	0.9826801285165975	0.7326188830297589	0.9973226238286479	0.9722222222222222	1.0	0.9859154929577465	0.9999296616726454	0.9993229529217903	blended_score	0.9835324442028306	6496	270	1848	70	0.7864583333333334	0.4436936936936937	1.0	0.9354838709677419	0.975	0.9835324442028306
5	0.028284582966829046	0.11262118723243475	0.43	0.9550208236927349	0.7485679214402619	0.752880658436214	0.7507180960196963	0.9821424685247752	0.7216661753908737	0.99776885319054	0.985781990521327	0.9904761904761905	0.9881235154394299	0.9998921478980564	0.9989304799882582	blended_score	0.9914007238650968	6496	270	1848	70	0.7479166666666667	0.47072072072072074	1.0	0.967741935483871	0.9873417721518988	0.9914007238650968
6	0.01941385705425751	0.07670960761606693	0.09999999999999999	0.9556501619620547	0.7479871175523349	0.7646090534979424	0.7562067562067563	0.9825647176154537	0.7280899122933636	0.998215082552432	0.9813084112149533	1.0	0.9905660377358491	0.9999671754472346	0.9996852658754147	blended_score	0.9756490845506106	6496	270	1848	70	0.7489583333333333	0.4560810810810811	1.0	0.9032258064516129	0.9629629629629629	0.9756490845506106
7	0.012507131075550454	0.07689600186422467	0.29000000000000004	0.9555020823692735	0.7519491177677472	0.7541152263374485	0.7530306143414834	0.9830202614108283	0.744363419743987	0.998215082552432	0.9904761904761905	0.9904761904761905	0.9904761904761905	0.9999554523926754	0.9995725710258767	blended_score	0.9836572532548739	6496	270	1848	70	0.7614583333333333	0.4583333333333333	1.0	0.9354838709677419	0.975	0.9836572532548739
8	0.008385790322505521	0.04387416588142514	0.68	0.9550948634891254	0.7510313531353136	0.7491769547325103	0.750103007828595	0.983003845286239	0.7399422875064908	0.998661311914324	1.0	0.9857142857142858	0.9928057553956835	0.9999695200581464	0.9997108112505444	blended_score	0.9998554056252722	6496	270	1848	70	0.753125	0.47635135135135137	1.0	1.0	1.0	0.9998554056252722
9	0.006699736760792267	0.0521560350432992	0.060000000000000005	0.9553169828782971	0.7488807488807488	0.757201646090535	0.7530182115817475	0.9826002911167944	0.7351513402673255	0.998215082552432	0.9813084112149533	1.0	0.9905660377358491	0.9999718646690582	0.9997307352510666	blended_score	0.9756718192384366	6496	270	1848	70	0.765625	0.4617117117117117	1.0	0.9032258064516129	0.9629629629629629	0.9756718192384366
10	0.005543988550711861	0.037898295745253566	0.48000000000000004	0.9560573808422027	0.7537770518579012	0.7596707818930041	0.7567124410739906	0.9834287079829865	0.752064114945554	0.998661311914324	0.9952153110047847	0.9904761904761905	0.9928400954653938	0.9999788985017937	0.9997992006354031	blended_score	0.9918350841886693	6496	270	1848	70	0.7770833333333333	0.48085585585585583	1.0	0.967741935483871	0.9873417721518988	0.9918350841886693
11	0.0027440424680974626	0.05981201999820769	0.73	0.9546321147616844	0.7458665033680343	0.7518518518518519	0.7488472179526591	0.9822518507637211	0.7285829683506659	0.998661311914324	0.9952153110047847	0.9904761904761905	0.9928400954653938	0.99997420927997	0.9997557318242754	blended_score	0.9918133497831054	6496	270	1848	70	0.7489583333333333	0.44932432432432434	1.0	0.967741935483871	0.9873417721518988	0.9918133497831054
12	0.0023847606336109013	0.04875681735575199	0.7100000000000001	0.9560018509949098	0.7522861207071734	0.7617283950617284	0.7569778141294347	0.9834864165723969	0.7527847746788402	0.998661311914324	0.9952153110047847	0.9904761904761905	0.9928400954653938	0.99997420927997	0.9997557318242751	blended_score	0.9918133497831053	6496	270	1848	70	0.7541666666666667	0.46734234234234234	1.0	0.967741935483871	0.9873417721518988	0.9918133497831053
