epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count
1	0.6140976428280215	0.5572195746418502	0.18000000000000002	0.6472188801480796	0.19877805592091308	0.9639917695473251	0.3295930212107355	0.7804010661169095	0.166599334517705	0.9933065595716198	0.975609756097561	0.9523809523809523	0.963855421686747	0.9990129188061241	0.9918640554352813	pr_auc	0.9918640554352813	54025	2241
2	0.2399151801049004	0.2528292895553427	0.13	0.7431004164738547	0.1151318596910472	0.27757201646090535	0.1627556252639199	0.614739968167994	0.10932364053082971	0.9964301651048639	0.9764150943396226	0.9857142857142858	0.981042654028436	0.9998874586762327	0.9989393977039035	pr_auc	0.9989393977039035	54025	2241
3	0.16309999282190785	0.13353034362403882	0.22	0.7927626099028228	0.09342915811088295	0.14979423868312758	0.11508061966487512	0.5377263782534583	0.09540473488629574	0.998661311914324	0.990521327014218	0.9952380952380953	0.9928741092636579	0.9999062155635272	0.9990225973582583	pr_auc	0.9990225973582583	54025	2241
4	0.13362244865085554	0.11733628193744355	0.26	0.8059046737621471	0.0934971098265896	0.13312757201646092	0.1098471986417657	0.5630836722232475	0.09987399477085035	0.998661311914324	0.9952153110047847	0.9904761904761905	0.9928400954653938	0.9999062155635272	0.9990430609737879	pr_auc	0.9990430609737879	54025	2241
5	0.10876387936261499	0.09795855536746483	0.12	0.7959833410458121	0.09192052980132451	0.14279835390946502	0.11184528605962933	0.5260639134450675	0.09382796040151298	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9999273170617335	0.999281590187814	pr_auc	0.999281590187814	54025	2241
6	0.10190317560450213	0.05467775919371181	0.12	0.7984821841739935	0.08600082428905069	0.12880658436213993	0.10313864403987148	0.4802423978381355	0.08575047342397724	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9998593233452908	0.998431057617606	pr_auc	0.998431057617606	54025	2241
7	0.08927563405072195	0.03305109781730506	0.29000000000000004	0.8196575659416937	0.09624607243261121	0.11975308641975309	0.10672045475382781	0.5088637049424986	0.0928440256891192	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9998851140653209	0.9987906104967432	pr_auc	0.9987906104967432	54025	2241
8	0.09251027460204514	0.03754568255196015	0.28	0.8173253123553911	0.08760085624897085	0.1094650205761317	0.09732004024512943	0.5054274888581702	0.08951501328014867	0.99776885319054	0.9767441860465116	1.0	0.9882352941176471	0.9998007080724954	0.9977516464425956	pr_auc	0.9977516464425956	54025	2241
9	0.07324434835670417	0.02195236156694591	0.39	0.824988431281814	0.09097382944632366	0.1051440329218107	0.09754700773122077	0.5189857450702451	0.09338869570356068	0.998215082552432	0.9858490566037735	0.9952380952380953	0.990521327014218	0.99994841855994	0.9994936331859452	pr_auc	0.9994936331859452	54025	2241
10	0.06973925024796603	0.02094801499818762	0.23	0.8206756131420638	0.09387617765814267	0.11481481481481481	0.10329507589781563	0.528946040857631	0.09414409141944476	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9999812431127054	0.999819112003784	pr_auc	0.999819112003784	54025	2241
11	0.06715693785443891	0.020402696759750445	0.52	0.8282646922720962	0.09107737874861163	0.10123456790123457	0.09588774118105632	0.49216088095055743	0.08853547873171383	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9999765538908818	0.9997737470545343	pr_auc	0.9997737470545343	54025	2241
12	0.06861357888139333	0.017169433801124494	0.45	0.8245627024525682	0.08048691860465117	0.09115226337448559	0.08548822848321111	0.5410822819271128	0.09483801495743784	0.998215082552432	0.9858490566037735	0.9952380952380953	0.990521327014218	0.9999718646690582	0.999730952643505	pr_auc	0.999730952643505	54025	2241
13	0.06638077610246727	0.020481306386904582	0.29000000000000004	0.8242295233688107	0.09489688919958057	0.1117283950617284	0.10262710262710263	0.5834073596970645	0.10576015451323005	0.999553770638108	0.995260663507109	1.0	0.997624703087886	0.9999976553890881	0.9999774317309862	pr_auc	0.9999774317309862	54025	2241
14	0.05919585891247771	0.029552600605206356	0.36000000000000004	0.8253586302637668	0.08791208791208792	0.10041152263374485	0.09374699836711171	0.5148183344988887	0.0920883606996212	0.998661311914324	0.990521327014218	0.9952380952380953	0.9928741092636579	0.9999648308363227	0.9996642132770351	pr_auc	0.9996642132770351	54025	2241
15	0.06573414934355457	0.01831274932353861	0.29000000000000004	0.8237852845904674	0.09365190094175097	0.11049382716049383	0.10137813856900132	0.5027568605589895	0.09160060390383094	0.998215082552432	0.9813084112149533	1.0	0.9905660377358491	0.999962486225411	0.9996382013239128	pr_auc	0.9996382013239128	54025	2241
