epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.5881655923291749	0.3739840805530548	0.38	0.9724016658954188	0.7659876835622927	0.9981481481481481	0.8667917448405253	0.9781276640890526	0.6308085943240783	0.9892904953145917	0.9078947368421053	0.9857142857142858	0.9452054794520548	0.9978664040702446	0.9729803168513853	blended_score	0.8913702245960814	6496	270	1848	70	0.996875	0.34572072072072074	0.9743589743589743	0.6451612903225806	0.8636363636363636	0.8913702245960814
2	0.22722159895826788	0.15729303359985353	0.61	0.9504303563165202	0.7425522454424188	0.6872427983539094	0.7138277409702928	0.9798022845721073	0.6583816785917962	0.9955377063810799	0.9854368932038835	0.9666666666666667	0.9759615384615384	0.9995615577594898	0.9954432134552591	blended_score	0.9768365777780845	6496	270	1848	70	0.68125	0.48986486486486486	0.9487179487179487	0.967741935483871	0.961038961038961	0.9768365777780845
3	0.09237389423537488	0.07738111391663552	0.55	0.9503007866728367	0.7383300460223537	0.6932098765432099	0.7150588984399873	0.9808003598364287	0.6860134854451773	0.9973226238286479	0.9903846153846154	0.9809523809523809	0.9856459330143541	0.9998663571780263	0.9987026214394663	blended_score	0.9848765381804445	6496	270	1848	70	0.6770833333333334	0.46396396396396394	0.9743589743589743	0.967741935483871	0.9743589743589743	0.9848765381804445
4	0.04594388684513522	0.06572834253311158	0.23	0.954447015270708	0.7527924130663857	0.7349794238683127	0.7437792816241541	0.9825742847947555	0.7243336575654222	0.9973226238286479	0.9766355140186916	0.9952380952380953	0.9858490566037735	0.9998874586762327	0.9989029690103594	blended_score	0.9913869683761474	6496	270	1848	70	0.7291666666666666	0.4797297297297297	1.0	0.967741935483871	0.9873417721518988	0.9913869683761474
5	0.02354124204858261	0.04259088970720768	0.25	0.9537251272559001	0.7494714587737844	0.7294238683127572	0.7393117831074035	0.982350173828868	0.7171671710335117	0.998215082552432	0.9858490566037735	0.9952380952380953	0.990521327014218	0.9999577970035873	0.9995959523916451	blended_score	0.9917334600667903	6496	270	1848	70	0.7260416666666667	0.48873873873873874	1.0	0.967741935483871	0.9873417721518988	0.9917334600667903
6	0.016896529207645238	0.034930234774947166	0.35000000000000003	0.9529847292919944	0.7478632478632479	0.720164609053498	0.7337526205450734	0.9828128532500996	0.7397048435874791	0.998661311914324	0.9952153110047847	0.9904761904761905	0.9928400954653938	0.99997420927997	0.9997562204909163	blended_score	0.9998781102454581	6496	270	1848	70	0.703125	0.49099099099099097	1.0	1.0	1.0	0.9998781102454581
7	0.012710547871321585	0.0534171562641859	0.29000000000000004	0.9530217491901898	0.7505394907207596	0.7156378600823046	0.7326732673267327	0.9829436967731486	0.7364312913725517	0.998215082552432	0.9858490566037735	0.9952380952380953	0.990521327014218	0.9999437293381164	0.999462820059521	blended_score	0.9916668939007283	6496	270	1848	70	0.7197916666666667	0.481981981981982	1.0	0.967741935483871	0.9873417721518988	0.9916668939007283
8	0.007069066752378336	0.035207049921154976	0.29000000000000004	0.9531513188338732	0.7504839750483975	0.7179012345679012	0.7338311073719634	0.9832190147479366	0.7514590274987731	0.998661311914324	0.990521327014218	0.9952380952380953	0.9928741092636579	0.9999718646690582	0.9997288155424214	blended_score	0.9917998916421784	6496	270	1848	70	0.7125	0.49774774774774777	1.0	0.967741935483871	0.9873417721518988	0.9917998916421784
9	0.0065181736170095116	0.032840054109692575	0.03	0.9539657565941694	0.7502636574562329	0.7318930041152263	0.7409644828663681	0.9822427544101724	0.7185063874334506	0.998215082552432	0.9813084112149533	1.0	0.9905660377358491	0.9999718646690582	0.9997296826782385	blended_score	0.991800325210087	6496	270	1848	70	0.7510416666666667	0.4864864864864865	1.0	0.967741935483871	0.9873417721518988	0.991800325210087
10	0.005318345448947237	0.04129570052027702	0.23	0.953984266543267	0.7535241349850491	0.725925925925926	0.7394676168518131	0.9828218470682621	0.7318088162388048	0.998215082552432	0.9858490566037735	0.9952380952380953	0.990521327014218	0.9999601416144991	0.9996215881121611	blended_score	0.9917462779270483	6496	270	1848	70	0.7489583333333333	0.5112612612612613	1.0	0.967741935483871	0.9873417721518988	0.9917462779270483
