epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.6105522942893645	0.606822395324707	0.17	0.9702730217491902	0.7518575851393189	0.9993827160493827	0.8581272084805653	0.9808261359769883	0.6674528484733262	0.9817045961624274	0.8366533864541833	1.0	0.911062906724512	0.9965299758505076	0.9602833108511751	blended_score	0.8753029457481681	6496	270	1848	70	0.9979166666666667	0.29504504504504503	1.0	0.5806451612903226	0.8571428571428571	0.8753029457481681
2	0.488622696668494	0.48609092831611633	0.36000000000000004	0.9636094400740398	0.7587625178826896	0.8730452674897119	0.8119020283199387	0.982303649966791	0.7112819451539645	0.9892904953145917	0.9603960396039604	0.9238095238095239	0.941747572815534	0.9984244214672575	0.983585456075307	blended_score	0.9469209331658586	6496	270	1848	70	0.8666666666666667	0.40202702702702703	0.8205128205128205	1.0	0.9014084507042254	0.9469209331658586
3	0.41125941846300573	0.49642561078071595	0.24000000000000002	0.9619805645534475	0.7493778883754	0.8674897119341564	0.8041197787526225	0.982520330256016	0.7275044402762736	0.9919678714859438	0.9571428571428572	0.9571428571428572	0.9571428571428572	0.9990551218025369	0.9901124701187273	blended_score	0.969415209418338	6496	270	1848	70	0.8791666666666667	0.38175675675675674	0.8974358974358975	1.0	0.9459459459459459	0.969415209418338
4	0.35042131940523785	0.41727733612060547	0.23	0.9596112910689496	0.7484230055658627	0.8300411522633745	0.7871219512195122	0.9822915005698037	0.7278173887864006	0.9928603302097277	0.9575471698113207	0.9666666666666667	0.9620853080568721	0.9990996694098614	0.9903083277517168	blended_score	0.9759233946450891	6496	270	1848	70	0.8395833333333333	0.41216216216216217	0.9230769230769231	1.0	0.96	0.9759233946450891
5	0.2833830188302433	0.4082999497652054	0.19	0.9579824155483573	0.7436958976289048	0.8131687242798354	0.7768822488696678	0.982599226004313	0.7369173361987679	0.9946452476572959	0.9626168224299065	0.9809523809523809	0.9716981132075472	0.9995756254249608	0.9954334484182918	blended_score	0.9784859549783766	6496	270	1848	70	0.8	0.4144144144144144	0.9230769230769231	1.0	0.96	0.9784859549783766
6	0.24480337627670345	0.40695941895246507	0.14	0.96	0.7517254243611267	0.8292181069958847	0.7885725467175423	0.9820017439385891	0.7173764122710977	0.9950914770191879	0.9671361502347418	0.9809523809523809	0.9739952718676123	0.9995099763194298	0.9945501043725036	blended_score	0.9699797668264503	6496	270	1848	70	0.8177083333333334	0.40540540540540543	0.9230769230769231	0.967741935483871	0.9473684210526315	0.9699797668264503
7	0.21428196424362705	0.35569716691970826	0.12	0.9609995372512725	0.7562837460435673	0.8358024691358025	0.7940572769035285	0.9827912957082873	0.7286238537594196	0.9937527889335118	0.9537037037037037	0.9809523809523809	0.9671361502347418	0.9994138472720453	0.9936989588919893	blended_score	0.982374706906706	6496	270	1848	70	0.840625	0.42792792792792794	0.9743589743589743	0.967741935483871	0.9743589743589743	0.982374706906706
8	0.2091792062217114	0.278622978925705	0.21000000000000002	0.9563165201295697	0.7453867294856694	0.781275720164609	0.7629093831625477	0.9827488858170123	0.7401590831505965	0.9946452476572959	0.9759615384615384	0.9666666666666667	0.9712918660287081	0.9995404562612835	0.9952737516182857	blended_score	0.9639313340390849	6496	270	1848	70	0.8083333333333333	0.4403153153153153	0.8974358974358975	0.967741935483871	0.9333333333333333	0.9639313340390849
9	0.16206690241747043	0.2789924830198288	0.09999999999999999	0.9588153632577511	0.7510001905124786	0.8111111111111111	0.7798990998120486	0.9827324968956889	0.7337541098035756	0.9946452476572959	0.9583333333333334	0.9857142857142858	0.971830985915493	0.9995709362031372	0.9955337404404336	blended_score	0.9752275815518959	6496	270	1848	70	0.8208333333333333	0.42680180180180183	0.9743589743589743	0.9354838709677419	0.9620253164556962	0.9752275815518959
10	0.16860842051021024	0.2786417409777641	0.09999999999999999	0.9577047663118926	0.7491774724211341	0.7965020576131687	0.7721152887204548	0.9828523398365878	0.7408480899136681	0.9959839357429718	0.958904109589041	1.0	0.9790209790209791	0.9997092682469345	0.9970004908212808	blended_score	0.9823712131525759	6496	270	1848	70	0.790625	0.4189189189189189	1.0	0.9354838709677419	0.975	0.9823712131525759
11	0.15161979037757015	0.22618790119886398	0.13	0.956557149467839	0.7493550307600715	0.776954732510288	0.7629053439741388	0.9833064355812019	0.752459827664171	0.9968763944667559	0.9765258215962441	0.9904761904761905	0.983451536643026	0.9995873484795198	0.9954897504457896	blended_score	0.9832701026836062	6496	270	1848	70	0.76875	0.4403153153153153	0.9743589743589743	0.967741935483871	0.9743589743589743	0.9832701026836062
12	0.14471802718060858	0.259958553314209	0.09999999999999999	0.9556686719111522	0.7420938911805146	0.7773662551440329	0.7593206712893177	0.9819512860657758	0.718962943744047	0.9959839357429718	0.971830985915493	0.9857142857142858	0.9787234042553191	0.9997374035778763	0.9973293914366547	blended_score	0.9841899231790386	6496	270	1848	70	0.7822916666666667	0.4346846846846847	0.9743589743589743	0.967741935483871	0.9743589743589743	0.9841899231790386
13	0.14459972649666608	0.21480235755443572	0.12	0.9552984729291994	0.74415817855003	0.7666666666666667	0.7552447552447552	0.9838766327713976	0.7802268749475205	0.9955377063810799	0.9629629629629629	0.9904761904761905	0.9765258215962441	0.9997045790251109	0.997123779026805	blended_score	0.9840871169741139	6496	270	1848	70	0.7604166666666666	0.4346846846846847	0.9743589743589743	0.967741935483871	0.9743589743589743	0.9840871169741139
14	0.13122666064722865	0.18642437160015107	0.09999999999999999	0.9566867191115225	0.7478363493312352	0.7823045267489712	0.7646822204344328	0.9825495193601457	0.7361382692825866	0.9955377063810799	0.9629629629629629	0.9904761904761905	0.9765258215962441	0.9996740990832572	0.9967824490744318	blended_score	0.9903267084081837	6496	270	1848	70	0.796875	0.44144144144144143	1.0	0.967741935483871	0.9873417721518988	0.9903267084081837
15	0.12482683714844432	0.18900217413902282	0.13	0.9541323461360481	0.7419748069890288	0.751440329218107	0.7466775710488652	0.9829248846686162	0.7552414145842206	0.9959839357429718	0.971830985915493	0.9857142857142858	0.9787234042553191	0.999779606574289	0.9977989633979573	blended_score	0.9908349655699464	6496	270	1848	70	0.7510416666666667	0.43355855855855857	1.0	0.967741935483871	0.9873417721518988	0.9908349655699464
