epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.40079188931222054	0.16993135958909988	0.65	0.9429338269319759	0.7054335260115607	0.6277777777777778	0.6643440391943386	0.9758907018819218	0.6058898351717427	0.9973226238286479	0.9951456310679612	0.9761904761904762	0.9855769230769231	0.9998921478980564	0.9989771100276574	blended_score	0.9786035260642836	6496	270	1848	70	0.6427083333333333	0.4346846846846847	0.9487179487179487	0.967741935483871	0.961038961038961	0.9786035260642836
2	0.0884221749307186	0.03362284991890192	0.53	0.957223507635354	0.7502454349106616	0.7862139917695473	0.7678087008942027	0.9785787716595541	0.6432001023500507	1.0	1.0	1.0	1.0	1.0	1.0	blended_score	1.0	6496	270	1848	70	0.771875	0.45382882882882886	1.0	1.0	1.0	1.0
3	0.028497509270285565	0.012670086231082678	0.44	0.9546876446089774	0.7440307567786322	0.7565843621399176	0.750255049989798	0.9802759792234012	0.6759512533913878	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	blended_score	1.0	6496	270	1848	70	0.7697916666666667	0.46283783783783783	1.0	1.0	1.0	1.0
4	0.012929077354926323	0.0051643888931721445	0.23	0.9558537714021287	0.7475495099019804	0.7689300411522634	0.7580890556851607	0.9813332027576577	0.6959141793660129	1.0	1.0	1.0	1.0	1.0	1.0	blended_score	1.0	6496	270	1848	70	0.7729166666666667	0.4391891891891892	1.0	1.0	1.0	1.0
5	0.0070621707937771495	0.004179447912611068	0.32	0.9555576122165664	0.7487355856767145	0.761522633744856	0.7550749770478425	0.98262266266402	0.7353304349481	1.0	1.0	1.0	1.0	1.0	1.0	blended_score	1.0	6496	270	1848	70	0.7541666666666667	0.4560810810810811	1.0	1.0	1.0	1.0
6	0.003996829509703151	0.0037096378160640596	0.35000000000000003	0.955835261453031	0.7481942215088283	0.7672839506172839	0.7576188541243397	0.982590675808638	0.7319320038621531	1.0	1.0	1.0	1.0	1.0	1.0	blended_score	1.0	6496	270	1848	70	0.7541666666666667	0.45045045045045046	1.0	1.0	1.0	1.0
