model	test_f1	test_pr_auc	test_precision	test_recall	hard_subset_f1	easy_subset_f1	hard_positive_recall	hard_negative_rejection_rate
baseline_tfidf	0.9629629629629629	0.994481253568162	0.9692982456140351	0.9567099567099567	0.8793103448275862	0.9912536443148688	0.8360655737704918	0.9130434782608695
siamese_existing	0.9849462365591398	0.9993751832771669	0.9786324786324786	0.9913419913419913	0.967741935483871	0.9912023460410557	0.9836065573770492	0.9347826086956522
siamese_tuned_pos0.5_neg0.25_blended	0.9891067538126361	0.9994317925344165	0.9956140350877193	0.9826839826839827	0.9833333333333333	0.9911504424778761	0.9672131147540983	1.0
