run	best_monitor_value	test_f1	test_pr_auc	test_precision	test_recall	hard_subset_f1	easy_subset_f1	hard_positive_recall	hard_negative_rejection_rate
both_pos0.50_neg0.25_blended_score	0.9998523773696097	0.9891067538126361	0.9994317925344165	0.9956140350877193	0.9826839826839827	0.9833333333333333	0.9911504424778761	0.9672131147540983	1.0
both_pos0.50_neg0.50_blended_score	0.9880263339271074	0.9848812095032398	0.998169302748259	0.9827586206896551	0.987012987012987	0.9672131147540983	0.9912023460410557	0.9672131147540983	0.9565217391304348
both_pos0.25_neg1.00_blended_score	0.9931277979064187	0.9847494553376906	0.998916544066418	0.9912280701754386	0.9783549783549783	0.9666666666666667	0.9911504424778761	0.9508196721311475	0.9782608695652174
both_pos0.50_neg1.00_blended_score	0.9917555075855204	0.9721627408993576	0.9974644398129544	0.961864406779661	0.9826839826839827	0.96	0.9766081871345029	0.9836065573770492	0.9130434782608695
both_pos0.25_neg0.25_blended_score	0.9916226763918037	0.9803921568627451	0.9978635039986913	0.9868421052631579	0.974025974025974	0.95	0.9911504424778761	0.9344262295081968	0.9565217391304348
both_pos0.25_neg0.50_blended_score	0.9998664739761319	0.9783549783549783	0.9980444606765766	0.9783549783549783	0.9783549783549783	0.926829268292683	0.9970501474926253	0.9344262295081968	0.8913043478260869
