epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.630950460246965	0.5990893959999084	0.54	0.9488385006941231	0.7005357826253349	0.7532921810699589	0.7259567717628396	0.978787931292084	0.7272027215474726	0.9776885319053994	0.8125	0.9904761904761905	0.8927038626609443	0.9915687791610983	0.8693597929756938	blended_score	0.8153664142711389	6496	270	1848	70	0.7677083333333333	0.31756756756756754	0.9743589743589743	0.5483870967741935	0.8351648351648352	0.8153664142711389
2	0.42603276976767707	0.36038820147514344	0.34	0.9712910689495604	0.7682827955245662	0.9748971193415638	0.8593452434932438	0.979126406879664	0.6444512730484868	0.9857206604194556	0.8903508771929824	0.9666666666666667	0.9269406392694064	0.9972192914585825	0.962378667418379	blended_score	0.9135714677042268	6496	270	1848	70	0.971875	0.3614864864864865	0.9230769230769231	0.8064516129032258	0.8888888888888888	0.9135714677042268
3	0.1993876794974009	0.20954297333955765	0.24000000000000002	0.9599444701527071	0.753574115876599	0.8242798353909465	0.7873427672955975	0.9795874792156586	0.6617588067047743	0.9915216421240518	0.9321266968325792	0.9809523809523809	0.9559164733178654	0.9990129188061242	0.9899624177671548	blended_score	0.9499026315469355	6496	270	1848	70	0.815625	0.4177927927927928	0.9487179487179487	0.8709677419354839	0.925	0.9499026315469355
4	0.0932611060127908	0.1398609012365341	0.75	0.9527070800555298	0.7501627957456045	0.7111111111111111	0.7301151367909581	0.9820038699784339	0.710806014643583	0.9941990182954038	0.9758454106280193	0.9619047619047619	0.9688249400479616	0.9992309676209233	0.9907261272671541	blended_score	0.9664135185549998	6496	270	1848	70	0.7104166666666667	0.49774774774774777	0.9487179487179487	0.9354838709677419	0.9487179487179487	0.9664135185549998
5	0.05213408254306106	0.08462714590132236	0.11	0.9568533086534012	0.7527483509894064	0.7748971193415638	0.7636621717530163	0.982377358261569	0.7272074083245973	0.9959839357429718	0.958904109589041	1.0	0.9790209790209791	0.9997725727415536	0.99769115818498	blended_score	0.9827165468344254	6496	270	1848	70	0.7697916666666667	0.46396396396396394	1.0	0.9354838709677419	0.975	0.9827165468344254
6	0.03806444830443783	0.08538783006370068	0.61	0.9530402591392874	0.7469700191367212	0.7228395061728395	0.7347066820035554	0.981757944085989	0.7095219582152592	0.9973226238286479	0.9857142857142858	0.9857142857142858	0.9857142857142858	0.9996365853086681	0.9960817347867851	blended_score	0.9899763512643602	6496	270	1848	70	0.7125	0.4831081081081081	1.0	0.967741935483871	0.9873417721518988	0.9899763512643602
7	0.023149868236014656	0.06686688214540482	0.09	0.9550578435909302	0.751864125932063	0.7469135802469136	0.7493806771263418	0.98234393591078	0.7268283781920513	0.9973226238286479	0.9722222222222222	1.0	0.9859154929577465	0.9997327143560527	0.9970007035961733	blended_score	0.9823713195400221	6496	270	1848	70	0.7510416666666667	0.4594594594594595	1.0	0.9354838709677419	0.975	0.9823713195400221
8	0.016768613989994515	0.07232719650492073	0.12	0.9544285053216104	0.751573646663869	0.737037037037037	0.7442343652607522	0.983201857857496	0.7506028171994574	0.99776885319054	0.9812206572769953	0.9952380952380953	0.9881796690307328	0.9996928559705517	0.9963114907967496	blended_score	0.9820267131403103	6496	270	1848	70	0.7385416666666667	0.48761261261261263	1.0	0.9354838709677419	0.975	0.9820267131403103
9	0.011792584621420531	0.0811610740609467	0.47000000000000003	0.9536510874595094	0.75	0.7271604938271605	0.7384036773923944	0.9813572546296818	0.7012440220791261	0.99776885319054	0.985781990521327	0.9904761904761905	0.9881235154394299	0.9995873484795199	0.9941877750482828	blended_score	0.9890293713951092	6496	270	1848	70	0.7364583333333333	0.4864864864864865	1.0	0.967741935483871	0.9873417721518988	0.9890293713951092
10	0.01026393965060147	0.05408570852596313	0.19	0.9542248958815364	0.752485720330019	0.7318930041152263	0.742046521330969	0.9832710985390173	0.7448527724457852	0.99776885319054	0.9812206572769953	0.9952380952380953	0.9881796690307328	0.9999038709526155	0.9990494544920243	blended_score	0.9833956949879477	6496	270	1848	70	0.7541666666666667	0.49774774774774777	1.0	0.9354838709677419	0.975	0.9833956949879477
