epoch	train_loss	val_loss	threshold	train_accuracy	train_precision	train_recall	train_f1	train_roc_auc	train_pr_auc	val_accuracy	val_precision	val_recall	val_f1	val_roc_auc	val_pr_auc	monitor_metric	monitor_value	train_candidate_count	val_candidate_count	train_hard_example_count	val_hard_example_count	train_hard_positive_recall	train_hard_negative_rejection_rate	val_hard_positive_recall	val_hard_negative_rejection_rate	val_hard_subset_f1	blended_score
1	0.5884499289825851	0.5837133347988128	0.55	0.9476353540027765	0.6982236970525083	0.7360082304526749	0.7166182510267455	0.9765274026865944	0.6525545440183407	0.9803659080767515	0.8458333333333333	0.9666666666666667	0.9022222222222223	0.9926379217368878	0.8817826516709828	blended_score	0.8296423597478156	6496	270	1848	70	0.7635416666666667	0.31756756756756754	0.9743589743589743	0.5806451612903226	0.8444444444444444	0.8296423597478156
2	0.34231118200456395	0.22385504543781282	0.32	0.9707913003239241	0.7701679288771814	0.9625514403292181	0.8556795317358697	0.9785948697151902	0.6389334442911234	0.9924141008478358	0.9288888888888889	0.9952380952380953	0.960919540229885	0.9994372933811635	0.9945046399540889	blended_score	0.9424549667925946	6496	270	1848	70	0.95625	0.38513513513513514	0.9743589743589743	0.8064516129032258	0.9156626506024096	0.9424549667925946
3	0.14003348164260387	0.1047291673719883	0.47000000000000003	0.9552799629801018	0.7451845906902087	0.7641975308641975	0.7545713124746039	0.9794688394961284	0.6591933860546416	0.9959839357429718	0.971830985915493	0.9857142857142858	0.9787234042553191	0.9998077419052309	0.9981345758211441	blended_score	0.9829382556525075	6496	270	1848	70	0.75	0.43243243243243246	1.0	0.9354838709677419	0.975	0.9829382556525075
4	0.06649862489133489	0.05468171387910843	0.34	0.9559833410458122	0.7504035512510089	0.7652263374485597	0.7577424612876935	0.9818605799150337	0.7076013274800923	0.998661311914324	0.990521327014218	0.9952380952380953	0.9928741092636579	0.99994841855994	0.9994977321199039	blended_score	0.9916843499309197	6496	270	1848	70	0.75	0.4605855855855856	1.0	0.967741935483871	0.9873417721518988	0.9916843499309197
5	0.0399083013682827	0.047732914611697194	0.19	0.9562054604349838	0.749499799919968	0.7707818930041153	0.7599918847636438	0.9824333216568545	0.7324308129645378	0.998215082552432	0.9858490566037735	0.9952380952380953	0.990521327014218	0.9999531077817636	0.999554203611021	blended_score	0.9917125856764782	6496	270	1848	70	0.759375	0.4617117117117117	1.0	0.967741935483871	0.9873417721518988	0.9917125856764782
6	0.026260682171685437	0.043780125118792056	0.11	0.9560018509949098	0.7487477459426969	0.7689300411522634	0.7587047000304538	0.9822561530648246	0.7202827139650863	0.998661311914324	0.990521327014218	0.9952380952380953	0.9928741092636579	0.9999648308363227	0.999657887317155	blended_score	0.9917644275295452	6496	270	1848	70	0.7552083333333334	0.4527027027027027	1.0	0.967741935483871	0.9873417721518988	0.9917644275295452
7	0.022851905351796865	0.06343131102621555	0.06999999999999999	0.9566496992133272	0.7525070196550341	0.7720164609053498	0.7621369083891936	0.9828972607985454	0.742633977023634	0.998215082552432	0.9813084112149533	1.0	0.9905660377358491	0.9998874586762327	0.998843050652605	blended_score	0.9913570091972703	6496	270	1848	70	0.7822916666666667	0.44819819819819817	1.0	0.967741935483871	0.9873417721518988	0.9913570091972703
8	0.01389996391291931	0.04312911229208112	0.16	0.9555391022674687	0.7516380016380017	0.7553497942386831	0.7534893267651889	0.982798031655394	0.731556681243923	0.998661311914324	0.9859154929577465	1.0	0.9929078014184397	0.9998991817307918	0.9989366970908211	blended_score	0.9914038324163783	6496	270	1848	70	0.759375	0.4740990990990991	1.0	0.967741935483871	0.9873417721518988	0.9914038324163783
9	0.011210176806129953	0.036525077745318414	0.29000000000000004	0.9548727440999537	0.7484612228149364	0.7506172839506173	0.7495377028970619	0.982520999874865	0.731997216226645	0.9991075412762159	0.9952380952380953	0.9952380952380953	0.9952380952380953	0.9999413847272045	0.9994091520665198	blended_score	0.9997045760332599	6496	270	1848	70	0.759375	0.46846846846846846	1.0	1.0	1.0	0.9997045760332599
10	0.010070051283429504	0.03446616977453232	0.56	0.9559463211476168	0.7535787321063395	0.7582304526748971	0.7558974358974359	0.9836583474894943	0.759369665846136	0.9991075412762159	0.9952380952380953	0.9952380952380953	0.9952380952380953	0.9999695200581464	0.9997047547392195	blended_score	0.9998523773696097	6496	270	1848	70	0.7760416666666666	0.4797297297297297	1.0	1.0	1.0	0.9998523773696097
